type,text
souseki,大病 は 好  い  いが 、 ちょっとした 風邪  かぜ  など は かえって 厭  いや  な もの です ね  といった 先生 は 、 苦笑 し ながら 私 の 顔 を 見 た 。
souseki,それほど 女 を 見縊  みくび  って い た 私 が 、 また どうしても お嬢さん を 見縊る 事 が でき なかっ た の です 。 私 の 理屈 は その 人 の 前 に 全く 用 を 為  な  さ ない ほど 動き ませ ん でし た 。 私 は その 人 に対して 、 ほとんど 信仰 に 近い 愛 を もっ て い た の です 。 私 が 宗教 だけ に 用いる この 言葉 を 、 若い 女 に 応用 する の を 見 て 、 あなた は 変 に 思う かも 知れ ませ ん が 、 私 は 今 でも 固く 信じ て いる の です 。 本当 の 愛 は 宗教 心 と そう 違っ た もの で ない という 事 を 固く 信じ て いる の です 。 私 は お嬢さん の 顔 を 見る たび に 、 自分 が 美しく なる よう な 心持 が し まし た 。 お嬢さん の 事 を 考える と 、 気高  けだか  い 気分 が すぐ 自分 に 乗り移っ て 来る よう に 思い まし た 。 もし 愛 という 不可思議 な もの に 両端  りょう はじ  が あっ て 、 その 高い 端  はじ  に は 神聖 な 感じ が 働い て 、 低い 端 に は 性欲  せい よく  が 動い て いる と すれ ば 、 私 の 愛 は たしかに その 高い 極点 を 捕  つら  まえ た もの です 。 私 は もとより 人間 として 肉 を 離れる 事 の でき ない 身体  から だ  でし た 。 けれども お嬢さん を 見る 私 の 眼 や 、 お嬢さん を 考える 私 の 心 は 、 全く 肉 の 臭  に お  い を 帯び て い ませ ん でし た 。
souseki,私 は とうとう 叔父  おじ  と 談判 を 開き まし た 。 談判 という の は 少し 不穏当  ふお ん とう  かも 知れ ませ ん が 、 話 の 成行  なり ゆ  き から いう と 、 そんな 言葉 で 形容 する より 外 に 途  みち  の ない ところ へ 、 自然 の 調子 が 落ち て 来 た の です 。 叔父 は どこ まで も 私 を 子供 扱い に しよ う と し ます 。 私 は また 始め から 猜疑  さいぎ  の 眼 で 叔父 に 対し て い ます 。 穏やか に 解決 の つく はず は なかっ た の です 。
souseki,恋 に 上  のぼ  る 楷段  かい だ ん  な ん です 。 異性 と 抱き合う 順序 として 、 まず 同性 の 私 の 所 へ 動い て 来 た の です
souseki,きっと お 頼  た の  もうし て おい た 口 の 事 だ よ  と 母 が 推断 し て くれ た 。
souseki,今度 お 墓参  はか まい  り に いらっしゃる 時 に お伴  とも  を し て も 宜  よ  ござん すか 。 私 は 先生 と いっ し ょにあすこいらが 散歩 し て み たい
souseki,これから どこ へ 行く という 目的  あて  の ない 私 は 、 ただ 先生 の 歩く 方 へ 歩い て 行っ た 。 先生 は いつも より 口数 を 利  き  か なかっ た 。 それでも 私 はさ ほど の 窮屈 を 感じ なかっ た ので 、 ぶらぶら いっしょ に 歩い て 行っ た 。
souseki,何事 も 知ら ない 私 たち は この 突然 な 言葉 に 驚かさ れ た 。
souseki,関 という の は その 人 の 苗字  みょう じ  で あっ た 。
souseki,私 が 着物 を 改めて 席 に 着く か 着か ない うち に 、 奥さん も 下女 も 帰っ て 来 まし た 。 やがて 晩食  ばん めし  の 食卓 で みんな が 顔 を 合わせる 時刻 が 来 まし た 。 下宿 し た 当座 は 万事 客扱い だっ た ので 、 食事 の たび に 下女 が 膳  ぜん  を 運ん で 来 て くれ た の です が 、 それ が いつの間にか 崩れ て 、 飯 時  めし どき  に は 向う へ 呼ば れ て 行く 習慣 に なっ て い た の です 。 Ｋ が 新しく 引き 移っ た 時 も 、 私 が 主張 し て 彼 を 私 と 同じ よう に 取り扱わ せる 事 に 極  き  め まし た 。 その 代り 私 は 薄い 板 で 造っ た 足 の 畳  たた  み 込める 華奢  きゃしゃ  な 食卓 を 奥さん に 寄附  き ふ  し まし た 。 今 で は どこ の 宅  うち  でも 使っ て いる よう です が 、 その 頃  ころ  そんな 卓 の 周囲 に 並ん で 飯 を 食う 家族 は ほとんど なかっ た の です 。 私 は わざわざ 御 茶  お ちゃ  の 水  み ず  の 家具 屋 へ 行っ て 、 私 の 工夫 通り に それ を 造り 上  あ  げ さ せ た の です 。
souseki,私  わたくし  は 月 の 末 に 東京 へ 帰っ た 。 先生 の 避暑 地 を 引き上げ た の は それ より ずっと 前 で あっ た 。 私 は 先生 と 別れる 時 に 、  これから 折々 お 宅  たく  へ 伺っ て も 宜  よ  ござん すか  と 聞い た 。 先生 は 単簡  たん かん  に ただ  ええ いらっしゃい  と いっ た だけ で あっ た 。 その 時分 の 私 は 先生 と よほど 懇意 に なっ た つもり で い た ので 、 先生 から もう少し 濃  こま や  か な 言葉 を 予期 し て 掛  かか  っ た の で ある 。 それで この 物足りない 返事 が 少し 私 の 自信 を 傷  い た  め た 。
souseki,電報 に は ちょっと 会い たい が 来ら れる か という 意味 が 簡単 に 書い て あっ た 。 私 は 首 を 傾け た 。
souseki,帰る 時 、 奥さん は  どうも お 気の毒 さま  と 会釈 し た 。 その 調子 は 忙しい ところ を 暇 を 潰  つぶ  さ せ て 気の毒 だ と いう より も 、 せっかく 来 た のに 泥棒 が はいら なくっ て 気の毒 だ という 冗談 の よう に 聞こえ た 。 奥さん は そう いい ながら 、 先刻  さっき  出し た 西洋 菓子 の 残り を 、 紙 に 包ん で 私 の 手 に 持た せ た 。 私 は それ を 袂  たもと  へ 入れ て 、 人通り の 少ない 夜寒  よ さむ  の 小路  こうじ  を 曲折 し て 賑  にぎ  や かな 町 の 方 へ 急い だ 。
souseki,とにかく たった 一 人 取り残さ れ た 私  わたくし  は 、 母 の いい 付け 通り 、 この 叔父  おじ  を 頼る より 外  ほか  に 途  みち  は なかっ た の です 。 叔父 は また 一切  いっさい  を 引き受け て 凡  すべ  て の 世話 を し て くれ まし た 。 そう し て 私 を 私 の 希望 する 東京 へ 出 られる よう に 取り計らっ て くれ まし た 。
souseki,母 は 私 の 言葉 を 聞い て 当惑 そう な 顔 を し た 。
souseki,私 に は 喧嘩 という 言葉 が 口 へ 出 て 来 なかっ た 。
souseki,なに 大丈夫 、 これ で いつも の よう に 要心  ようじん  さえ し て いれ ば
souseki,私 は 急 に 父 が い なく なっ て 母 一 人 が 取り残さ れ た 時 の 、 古い 広い 田舎家  いなか や  を 想像 し て 見 た 。 この 家  いえ  から 父 一 人 を 引き去っ た 後  あと  は 、 そのまま で 立ち行く だろ う か 。 兄 は どう する だろ う か 。 母 は 何 と いう だろ う か 。 そう 考える 私 は また ここ の 土 を 離れ て 、 東京 で 気楽 に 暮らし て 行ける だろ う か 。 私 は 母 を 眼 の 前 に 置い て 、 先生 の 注意 —— 父 の 丈夫 で いる うち に 、 分け て 貰  もら  う もの は 、 分け て 貰っ て 置け という 注意 を 、 偶然 思い出し た 。
souseki,私 は 未亡人  びぼう じん  の 事 を 常に 奥さん と いっ て い まし た から 、 これから 未亡人 と 呼ば ず に 奥さん と いい ます 。 奥さん は 私 を 静か な 人 、 大人  おとな  し い 男 と 評し まし た 。 それから 勉強 家 だ と も 褒  ほ  め て くれ まし た 。 けれども 私 の 不安 な 眼 つき や 、 きょときょと し た 様子 について は 、 何事 も 口 へ 出し ませ ん でし た 。 気 が 付か なかっ た の か 、 遠慮 し て い た の か 、 どっち だ か よく 解  わか  り ませ ん が 、 何しろ そこ に は まるで 注意 を 払っ て い ない らしく 見え まし た 。 それ のみ なら ず 、 ある 場合 に 私 を 鷹揚  おうよう  な 方  かた  だ と いっ て 、 さも 尊敬 し た らしい 口 の 利  き  き 方 を し た 事 が あり ます 。 その 時 正直 な 私 は 少し 顔 を 赤らめ て 、 向う の 言葉 を 否定 し まし た 。 すると 奥さん は  あなた は 自分 で 気が付か ない から 、 そう おっしゃる ん です  と 真面目  まじめ  に 説明 し て くれ まし た 。 奥さん は 始め 私 の よう な 書生 を 宅  うち  へ 置く つもり で は なかっ た らしい の です 。 どこ か の 役所 へ 勤める 人 か 何 か に 坐 敷  ざし き  を 貸す 料簡  りょうけん  で 、 近所 の もの に 周旋 を 頼ん で い た らしい の です 。 俸給 が 豊  ゆ た  か で なくっ て 、 やむをえ ず 素人 屋  しろうと や  に 下宿 する くらい の 人 だ から という 考え が 、 それで 前 かた から 奥さん の 頭 の どこ か に は いっ て い た の でしょ う 。 奥さん は 自分 の 胸 に 描  え が  い た その 想像 の お客 と 私 と を 比較 し て 、 こっち の 方 を 鷹揚 だ と いっ て 褒  ほ  め る の です 。 なるほど そんな 切り詰め た 生活 を する 人 に 比べ たら 、 私 は 金銭 にかけて 、 鷹揚 だっ た かも 知れ ませ ん 。 しかし それ は 気性  きしょう  の 問題 で は あり ませ ん から 、 私 の 内 生活 に 取っ て ほとんど 関係 の ない の と 一般 でし た 。 奥さん は また 女 だけ に それ を 私 の 全体 に 推  お  し 広げ て 、 同じ 言葉 を 応用 しよ う と 力  つと  め る の です 。
souseki,真面目くさっ て 聞く が もの は ない 。 分り 切っ てる と おっしゃる ん です か
souseki,私 は できるだけ 父 を 慰め て 、 自分 の 机 を 置い て ある 所 へ 帰っ た 。 私 は 取り散らし た 書物 の 間 に 坐  すわ  って 、 心細 そう な 父 の 態度 と 言葉 と を 、 幾度  いく たび  か 繰り返し 眺め た 。 私 は その 時 また 蝉  せみ  の 声 を 聞い た 。 その 声 は この 間中  あいだ じゅう  聞い た の と 違っ て 、 つくつく法師  ぼうし  の 声 で あっ た 。 私 は 夏 郷里 に 帰っ て 、 煮え 付く よう な 蝉 の 声 の 中 に 凝  じ っ  と 坐っ て いる と 、 変 に 悲しい 心持 に なる 事 が しばしば あっ た 。 私 の 哀愁 は いつも この 虫 の 烈  はげ  しい 音  ね  と共に 、 心 の 底 に 沁  し  み 込む よう に 感ぜ られ た 。 私 は そんな 時 に は いつも 動か ず に 、 一 人 で 一 人 を 見詰め て い た 。
